SiteCode,SurveyID,SurveyDate,SiteLat,Survey.T.Match,ECOregion,Barren_former_AB,Barren_former_SPR,SiteLong,realm,Country,Location,Depth,absSiteLat,r.SiteLat,CTI,CTDiv,AvrgBreadth,SDBreadth,CTImax,CTImax_fish_ECS,CTDiv_fish_ECS,AvrgBreadth_fish_ECS,sdSTI,STR,sdSTR,FRic,Richness_warmF,Abundance_warmF,Richness_coldF,Abundance_coldF,Richness_coldF_perc,Richness_warmF_perc,Anomaly,CTIsensitivity,COMBINED_SCORE,Site_Rich,Site_AB
SI3,2001376,2008-06-09,-30.20432,20.06999969,Tweed-Moreton,374,5,153.26482,Temperate Australasia,Australia,Solitary Islands,12.1,30.20432,-30,21.86354829,1.460898397,12.47983896,1.420511421,28.10346777,0.528475615,0.900175658,-0.526181656,1.7317347,12.13884863,2.089515329,0.240423328,11,168,7,93,22.58064516,35.48387097,1.905687105,Medium,Barren,31,557
SI4,2001224,2008-06-09,-30.20167,20.06999969,Tweed-Moreton,496,3,153.26635,Temperate Australasia,Australia,Solitary Islands,13,30.20167,-30,21.92294002,1.601600296,12.683337,1.483535336,28.26460852,0.813939695,1.748825931,0.49078946,1.7317347,12.13884863,2.089515329,0.285904604,16,112,11,1357,23.91304348,34.7826087,1.905687105,Medium,Barren,46,1741
SI4,2001225,2008-06-10,-30.20167,20.06999969,Tweed-Moreton,238,3,153.26635,Temperate Australasia,Australia,Solitary Islands,13,30.20167,-30,21.66198472,1.404483148,12.5877881,1.125044563,27.95587877,0.267018729,0.559904372,0.013288693,1.7317347,12.13884863,2.089515329,0.276098681,10,59,9,685,27.27272727,30.3030303,1.905687105,Medium,Barren,33,1111
SI4,2001227,2009-08-22,-30.20167,18.18000031,Tweed-Moreton,443,3,153.26635,Temperate Australasia,Australia,Solitary Islands,12,30.20167,-30,20.64186175,1.354481859,12.66955207,1.330505509,26.97663778,-1.467726403,0.258319192,0.42189997,1.7317347,12.13884863,2.089515329,0.283158995,4,181,17,2380,58.62068966,13.79310345,1.905687105,Medium,Barren,29,2604
SI7,2001287,2008-06-10,-30.20228,20.06999969,Tweed-Moreton,315,3,153.26581,Temperate Australasia,Australia,Solitary Islands,10.1,30.20228,-30,21.37079992,1.39367156,12.48763377,1.420654841,27.6146168,-0.337533725,0.494693761,-0.487227478,1.7317347,12.13884863,2.089515329,0.26822022,4,12,9,222,30,13.33333333,1.905687105,Medium,Barren,30,328
SI7,2001288,2009-08-23,-30.20228,18.51000023,Tweed-Moreton,208,2,153.26581,Temperate Australasia,Australia,Solitary Islands,12,30.20228,-30,20.96814565,1.292037745,12.68187548,1.139388384,27.30908339,-0.878792311,-0.118315482,0.483485563,1.7317347,12.13884863,2.089515329,0.227780638,2,5,11,1005,45.83333333,8.333333333,1.905687105,Medium,Barren,24,1166
SI7,912346543,2016-05-08,-30.20228,22.88000107,Tweed-Moreton,333,3,153.26581,Temperate Australasia,Australia,Solitary Islands,12,30.20228,-30,22.01847652,1.402137894,12.77187506,1.36504937,28.40441405,1.061608005,0.545758864,0.933253914,1.7317347,12.13884863,2.089515329,0.332046123,23,194,10,702,15.625,35.9375,1.905687105,Medium,Barren,64,1650
SI7,912346546,2016-05-08,-30.20228,22.88000107,Tweed-Moreton,790,3,153.26581,Temperate Australasia,Australia,Solitary Islands,9,30.20228,-30,22.16897443,1.216905583,12.8602347,1.199537792,28.59909178,1.406483529,-0.571478732,1.3748267,1.7317347,12.13884863,2.089515329,0.206938785,21,950,7,948,14.28571429,42.85714286,1.905687105,Medium,Barren,49,2996
SI8,2001301,2008-06-10,-30.20701,20.06999969,Tweed-Moreton,261,3,153.26527,Temperate Australasia,Australia,Solitary Islands,11,30.20701,-30,21.32085509,1.206578101,12.74807903,1.214626049,27.6948946,-0.195319982,-0.633769431,0.814334437,1.7317347,12.13884863,2.089515329,0.233877465,3,6,6,224,31.57894737,15.78947368,1.905687105,Medium,Barren,19,299
SI8,2001302,2008-06-10,-30.20701,20.06999969,Tweed-Moreton,386,3,153.26527,Temperate Australasia,Australia,Solitary Islands,13,30.20701,-30,21.16525736,1.420601359,12.70933362,1.229909207,27.51992416,-0.505283634,0.657122141,0.620706241,1.7317347,12.13884863,2.089515329,0.307957401,5,53,14,843,42.42424242,15.15151515,1.905687105,Medium,Barren,33,1139
SI8,2001303,2009-08-24,-30.20701,18.51000023,Tweed-Moreton,22,4,153.26527,Temperate Australasia,Australia,Solitary Islands,7.3,30.20701,-30,21.00822803,1.151175813,12.69093514,1.697368912,27.3536956,-0.799760882,-0.967930996,0.528760754,1.7317347,12.13884863,2.089515329,0.273746072,2,6,7,61,30.43478261,8.695652174,1.905687105,Medium,Kelp,23,105
SI8,2001304,2009-08-24,-30.20701,18.51000023,Tweed-Moreton,372,3,153.26527,Temperate Australasia,Australia,Solitary Islands,12,30.20701,-30,21.42248542,1.283422681,12.62008675,1.332411199,27.7325288,-0.128650246,-0.170277652,0.174699543,1.7317347,12.13884863,2.089515329,0.303201515,10,156,15,599,28.84615385,19.23076923,1.905687105,Medium,Barren,52,1066
SI8,2001305,2009-08-24,-30.20701,18.51000023,Tweed-Moreton,545,3,153.26527,Temperate Australasia,Australia,Solitary Islands,13,30.20701,-30,21.575919,1.588239357,12.64660314,1.409109215,27.89922057,0.166647588,1.668238787,0.307213854,1.7317347,12.13884863,2.089515329,0.277275012,7,24,9,725,26.47058824,20.58823529,1.905687105,Medium,Barren,34,909
SI8,2001306,2009-08-24,-30.20701,18.51000023,Tweed-Moreton,428,3,153.26527,Temperate Australasia,Australia,Solitary Islands,14,30.20701,-30,21.60252769,1.330743476,12.55994467,1.493479795,27.88250003,0.137026809,0.115139997,-0.125857437,1.7317347,12.13884863,2.089515329,0.247931512,7,45,8,637,29.62962963,25.92592593,1.905687105,Medium,Barren,27,794
SI9,2001316,2009-08-24,-30.24208,18.51000023,Tweed-Moreton,234,1,153.17998,Temperate Australasia,Australia,Solitary Islands,8,30.24208,-30,20.77692157,1.002254004,12.55565694,1.400211821,27.05475004,-1.329348968,-1.866160051,-0.14728515,1.7317347,12.13884863,2.089515329,0.174082212,NA,NA,NA,NA,NA,NA,1.905687105,Medium,Barren,16,2145
SI9,2001318,2009-08-24,-30.24208,18.51000023,Tweed-Moreton,217,1,153.17998,Temperate Australasia,Australia,Solitary Islands,10.5,30.24208,-30,20.66478385,1.212252968,12.43684157,1.299704885,26.88320463,-1.633245113,-0.599541201,-0.741058913,1.7317347,12.13884863,2.089515329,0.243569201,1,1,13,1622,59.09090909,4.545454545,1.905687105,Medium,Barren,22,1728
SI9,912347826,2017-05-07,-30.24208,20.96999931,Tweed-Moreton,200,1,153.17998,Temperate Australasia,Australia,Solitary Islands,10,30.24208,-30,21.18787479,1.401185516,12.60117526,1.246443634,27.48846242,-0.561018745,0.540014545,0.080190364,1.7317347,12.13884863,2.089515329,0.294322151,8,20,15,4262,37.5,20,1.905687105,Medium,Barren,40,4529
SSG45,912349912,2017-03-03,-34.21243,24.70000076,South Australian Gulfs,30,1,137.48164,Temperate Australasia,Australia,Yorke Peninsula,5.3,34.21243,-34,18.28611109,0.308856507,12.89000087,0.503463003,24.73111152,0.074644408,-2.206419306,-0.671113629,1.474437467,12.49951486,2.172011519,0.044018728,2,55,1,45,11.11111111,22.22222222,1.97625316,Medium,Kelp,9,232
SSG46,5000297,2008-10-04,-34.929264,16.63000107,South Australian Gulfs,46,1,137.345619,Temperate Australasia,Australia,Yorke Peninsula,1.9,34.929264,-35,17.30754996,1.381164775,15.30490053,1.70501033,24.96000023,0.971456609,1.981059391,4.249746829,1.474437467,12.49951486,2.172011519,0.053166744,1,1,4,7,80,20,1.97625316,Medium,Kelp,5,8
SSG46,5000298,2008-10-04,-34.929264,16.63000107,South Australian Gulfs,9,1,137.345619,Temperate Australasia,Australia,Yorke Peninsula,3,34.929264,-35,17.69837493,0.993430469,13.57775088,1.725351992,24.48725037,-0.880831541,0.466915378,0.730320103,1.474437467,12.49951486,2.172011519,0.055090136,2,3,4,15,50,25,1.97625316,Medium,Kelp,8,94
SSG46,5000299,2008-10-04,-34.929264,16.63000107,South Australian Gulfs,2,1,137.345619,Temperate Australasia,Australia,Yorke Peninsula,4,34.929264,-35,17.40299983,1.242867866,13.93400049,1.632567734,24.37000007,-1.340231662,1.440995143,1.456252793,1.474437467,12.49951486,2.172011519,0.009547577,1,7,2,5,40,20,1.97625316,Medium,Kelp,5,14
SSG47,5000337,2008-10-03,-34.50965,16.63000107,South Australian Gulfs,0,0,137.47345,Temperate Australasia,Australia,Yorke Peninsula,1.6,34.50965,-35,17.11199985,1.169346135,14.34800043,2.10381086,24.28600006,-1.669353342,1.153884902,2.299863799,1.474437467,12.49951486,2.172011519,0.018079599,NA,NA,NA,NA,NA,NA,1.97625316,Medium,Kelp,5,7
SSG47,5000338,2008-10-03,-34.50965,16.63000107,South Australian Gulfs,0,0,137.47345,Temperate Australasia,Australia,Yorke Peninsula,3,34.50965,-35,16.84749985,1.106622494,14.21500016,2.029395705,23.95499993,-2.966249837,0.908942365,2.028848066,1.474437467,12.49951486,2.172011519,NA,NA,NA,NA,NA,NA,NA,1.97625316,Medium,Kelp,2,4
SSG47,5000339,2008-10-03,-34.50965,16.63000107,South Australian Gulfs,0,0,137.47345,Temperate Australasia,Australia,Yorke Peninsula,3.8,34.50965,-35,17.59020822,1.458629467,13.62041745,3.178527896,24.40041695,-1.221054873,2.283567314,0.817262107,1.474437467,12.49951486,2.172011519,0.036430976,2,2,4,7,66.66666667,33.33333333,1.97625316,Medium,Kelp,6,9
SSG47,5000341,2008-10-03,-34.50965,16.63000107,South Australian Gulfs,0,0,137.47345,Temperate Australasia,Australia,Yorke Peninsula,4.2,34.50965,-35,16.06499958,0,15.64999962,0,23.88999939,-3.220929387,-3.412537061,4.952958011,1.474437467,12.49951486,2.172011519,NA,NA,NA,NA,NA,NA,NA,1.97625316,Medium,Kelp,2,17
SSG50,912349914,2017-03-03,-34.228683,24.70000076,South Australian Gulfs,0,0,137.489067,Temperate Australasia,Australia,Yorke Peninsula,5.3,34.228683,-34,18.5414546,0.678896429,12.82981903,0.595859527,24.95636411,0.957209871,-0.761373756,-0.793746657,1.474437467,12.49951486,2.172011519,0.049886023,4,6,1,40,9.090909091,36.36363636,1.97625316,Medium,Kelp,11,122
SSG52,912349921,2017-03-03,-34.18745,24.70000076,South Australian Gulfs,26,1,137.467567,Temperate Australasia,Australia,Eyre Peninsular,6.2,34.18745,-34,18.48110003,0.454270889,12.70780077,0.509700945,24.83500042,0.481693007,-1.638560561,-1.042384241,1.474437467,12.49951486,2.172011519,0.079052184,4,28,NA,NA,NA,40,1.97625316,Medium,Kelp,10,204
SSG53,912349895,2017-03-04,-34.163533,24.70000076,South Australian Gulfs,1,1,137.451583,Temperate Australasia,Australia,Yorke Peninsula,6.1,34.163533,-34,18.31124994,0.301505077,12.67250067,0.650291294,24.64750027,-0.252954056,-2.235127427,-1.11431554,1.474437467,12.49951486,2.172011519,0.085898016,3,40,NA,NA,NA,37.5,1.97625316,Medium,Kelp,8,690
SSG55,912349926,2017-03-04,-34.173267,24.70000076,South Australian Gulfs,15,1,137.458533,Temperate Australasia,Australia,Yorke Peninsula,6.3,34.173267,-34,18.41031244,0.914845138,12.80187565,1.427147569,24.81125027,0.388637196,0.160031239,-0.850687089,1.474437467,12.49951486,2.172011519,0.155537508,7,154,3,3,18.75,43.75,1.97625316,Medium,Kelp,16,178
SSG55,912349927,2017-03-04,-34.173267,24.70000076,South Australian Gulfs,12,1,137.458533,Temperate Australasia,Australia,Yorke Peninsula,6.2,34.173267,-34,18.36603329,0.382626654,12.63473417,0.513368926,24.68340038,-0.112293323,-1.918338974,-1.191272629,1.474437467,12.49951486,2.172011519,0.091584474,4,108,2,4,13.33333333,26.66666667,1.97625316,Medium,Kelp,15,258
SYD1,2001909,2010-02-21,-33.85186,24.15999985,Manning-Hawkesbury,0,0,151.21997,Temperate Australasia,Australia,Sydney,1.5,33.85186,-34,19.7378802,1.054642449,11.90589195,1.51990264,25.69082617,-1.253916014,0.209146557,-1.289645508,2.063414453,12.25175514,2.155228719,0.236647605,7,38,8,21,34.7826087,30.43478261,1.955187766,High,Kelp,23,223
SYD1,2001910,2010-02-21,-33.85186,24.15999985,Manning-Hawkesbury,0,0,151.21997,Temperate Australasia,Australia,Sydney,1.6,33.85186,-34,19.63664273,1.084266038,11.74100058,1.721063292,25.50714302,-1.779366098,0.319238052,-1.906319843,2.063414453,12.25175514,2.155228719,0.189015519,4,11,5,5,35.71428571,28.57142857,1.955187766,High,Kelp,14,78
SYD10,2001911,2010-02-24,-33.83785,24.15999985,Manning-Hawkesbury,152,2,151.26139,Temperate Australasia,Australia,Sydney,4,33.83785,-34,19.63448516,1.413913822,12.52432419,1.318609312,25.89664725,-0.665137456,1.544323155,1.023218405,2.063414453,12.25175514,2.155228719,0.238062513,7,33,16,52,47.05882353,20.58823529,1.955187766,High,Kelp,34,826
SYD10,2001912,2010-02-24,-33.83785,24.15999985,Manning-Hawkesbury,49,2,151.26139,Temperate Australasia,Australia,Sydney,4.5,33.83785,-34,19.54018463,1.303448628,12.40906594,1.174379327,25.7447176,-1.099752426,1.133796313,0.592166081,2.063414453,12.25175514,2.155228719,0.165636981,3,7,8,38,34.7826087,13.04347826,1.955187766,High,Kelp,23,225
SYD11,2001913,2010-02-24,-33.81729,24.15999985,Manning-Hawkesbury,101,2,151.25331,Temperate Australasia,Australia,Sydney,3,33.81729,-34,19.39531648,1.507975449,12.28496717,1.350333106,25.53780006,-1.691667554,1.893888673,0.128051281,2.063414453,12.25175514,2.155228719,0.092412951,2,4,6,10,40,13.33333333,1.955187766,High,Kelp,15,411
SYD11,2001914,2010-02-24,-33.81729,24.15999985,Manning-Hawkesbury,146,2,151.25331,Temperate Australasia,Australia,Sydney,4,33.81729,-34,19.4809046,0.980258824,12.31014355,1.054049537,25.63597637,-1.410821168,-0.067288704,0.222207976,2.063414453,12.25175514,2.155228719,0.089908535,1,30,9,78,42.85714286,4.761904762,1.955187766,High,Kelp,21,734
SYD12,2001958,2009-08-01,-34.06999,15.85999966,Manning-Hawkesbury,107,1,151.15745,Temperate Australasia,Australia,Sydney,5,34.06999,-34,19.54162484,0.996479952,12.2404779,1.098055354,25.66186379,-1.336766766,-0.007005386,-0.038333359,2.063414453,12.25175514,2.155228719,0.182386725,1,1,9,32,40.90909091,4.545454545,1.955187766,High,Kelp,22,1178
SYD12,912350007,2017-04-21,-34.06999,19.80000114,Manning-Hawkesbury,265,1,151.15745,Temperate Australasia,Australia,Sydney,6,34.06999,-34,19.80362468,1.187905632,12.31244294,1.115462489,25.95984615,-0.484348619,0.704398603,0.230807435,2.063414453,12.25175514,2.155228719,0.153854584,4,4,8,181,30.76923077,15.38461538,1.955187766,High,Barren,26,2020
SYD12,912350008,2017-04-21,-34.06999,19.80000114,Manning-Hawkesbury,202,2,151.15745,Temperate Australasia,Australia,Sydney,5,34.06999,-34,19.97589101,0.772199653,12.02200061,0.625925363,25.98689132,-0.406982309,-0.840508498,-0.855412763,2.063414453,12.25175514,2.155228719,0.207074526,3,3,6,50,26.08695652,13.04347826,1.955187766,High,Barren,23,1924
SYD12,912350731,2018-04-26,-34.06999,20.30999947,Manning-Hawkesbury,182,2,151.15745,Temperate Australasia,Australia,Sydney,5,34.06999,-34,20.15011437,1.584119363,12.75168819,1.438395871,26.52595847,1.135090947,2.176865778,1.873533058,2.063414453,12.25175514,2.155228719,0.232545975,8,20,8,188,33.33333333,33.33333333,1.955187766,High,Kelp,24,852
SYD12,912350732,2018-04-26,-34.06999,20.30999947,Manning-Hawkesbury,334,1,151.15745,Temperate Australasia,Australia,Sydney,5.1,34.06999,-34,20.08240155,1.083144677,12.37848271,0.983735123,26.27164291,0.407587463,0.315070687,0.477788411,2.063414453,12.25175514,2.155228719,0.236791439,7,12,7,77,25,25,1.955187766,High,Barren,28,801
SYD16,2001099,2009-07-31,-33.99745,16.69000053,Manning-Hawkesbury,71,2,151.23702,Temperate Australasia,Australia,Sydney,5,33.99745,-34,19.47705869,0.909825181,12.1016478,0.865504969,25.52788259,-1.720037801,-0.329044467,-0.557541614,2.063414453,12.25175514,2.155228719,0.172947854,1,2,8,12,47.05882353,5.882352941,1.955187766,High,Kelp,17,166
SYD16,2001101,2009-07-31,-33.99745,16.69000053,Manning-Hawkesbury,158,1,151.23702,Temperate Australasia,Australia,Sydney,7.1,33.99745,-34,19.83892482,0.241614735,11.81135041,0.305914778,25.74460003,-1.10008876,-2.812345446,-1.643219752,2.063414453,12.25175514,2.155228719,0.053284994,NA,NA,NA,NA,NA,NA,1.955187766,High,Kelp,10,329
SYD17,2001010,2009-07-31,-33.99564,16.69000053,Manning-Hawkesbury,36,1,151.23761,Temperate Australasia,Australia,Sydney,6,33.99564,-34,19.54901554,0.82433534,12.22428219,1.086054458,25.66115664,-1.338789675,-0.646754266,-0.098903435,2.063414453,12.25175514,2.155228719,0.113317842,NA,NA,NA,NA,NA,NA,1.955187766,High,Kelp,16,225
SYD18,2001251,2009-12-10,-33.992761,18.96000099,Manning-Hawkesbury,173,2,151.230399,Temperate Australasia,Australia,Sydney,9,33.992761,-34,19.14714683,1.120449371,12.60647133,1.571473678,25.4503825,-1.941737126,0.453707824,1.330439042,2.063414453,12.25175514,2.155228719,0.130935845,1,4,9,39,52.94117647,5.882352941,1.955187766,High,Kelp,17,259
SYD18,912350003,2017-04-19,-33.992761,20.51000023,Manning-Hawkesbury,210,1,151.230399,Temperate Australasia,Australia,Sydney,6,33.992761,-34,19.62784358,0.975602138,12.12162583,1.149297513,25.68865649,-1.260122686,-0.08459456,-0.482826154,2.063414453,12.25175514,2.155228719,0.129410029,2,2,8,24,50,12.5,1.955187766,High,Barren,16,70
SYD18,912350004,2017-04-19,-33.992761,20.51000023,Manning-Hawkesbury,242,2,151.230399,Temperate Australasia,Australia,Sydney,8,33.992761,-34,19.88637474,0.635673392,12.02417945,0.392238254,25.89846447,-0.659939073,-1.347887273,-0.847264155,2.063414453,12.25175514,2.155228719,0.119268487,2,2,5,22,35.71428571,14.28571429,1.955187766,High,Barren,14,87
SYD18,912350734,2018-03-24,-33.992761,22.79999924,Manning-Hawkesbury,260,1,151.230399,Temperate Australasia,Australia,Sydney,7,33.992761,-34,19.84276538,1.071463369,12.32053195,1.226526316,26.00303135,-0.36081159,0.27165891,0.261059353,2.063414453,12.25175514,2.155228719,0.125715693,2,31,5,29,31.25,12.5,1.955187766,High,Barren,16,165
SYD19,2001455,2008-05-10,-33.992931,19.54000092,Manning-Hawkesbury,50,1,151.231843,Temperate Australasia,Australia,Sydney,8.6,33.992931,-34,19.80708909,0.654672378,12.2541797,0.8319373,25.93417894,-0.557773067,-1.277280473,0.012909756,2.063414453,12.25175514,2.155228719,0.122637034,1,1,7,81,50,7.142857143,1.955187766,High,Kelp,14,916
SYD19,2001457,2009-12-10,-33.992931,18.96000099,Manning-Hawkesbury,203,1,151.231843,Temperate Australasia,Australia,Sydney,7,33.992931,-34,19.60394547,0.818816267,12.22589202,1.027802655,25.71689148,-1.179352737,-0.667265048,-0.092882844,2.063414453,12.25175514,2.155228719,0.1813065,1,1,8,67,34.7826087,4.347826087,1.955187766,High,Barren,23,572
SYD19,912345937,2014-12-10,-33.992931,20.27000046,Manning-Hawkesbury,200,2,151.231843,Temperate Australasia,Australia,Sydney,8,33.992931,-34,19.75109594,0.443084243,11.7237316,0.900829707,25.61296175,-1.476657566,-2.063615118,-1.970903795,2.063414453,12.25175514,2.155228719,0.178048779,1,1,4,17,30.76923077,7.692307692,1.955187766,High,Barren,13,168
SYD19,912345938,2014-01-29,-33.992931,22.98999977,Manning-Hawkesbury,35,1,151.231843,Temperate Australasia,Australia,Sydney,8,33.992931,-34,19.28542489,0.923868513,12.30835082,1.371368067,25.43960029,-1.972581046,-0.276854593,0.215503369,2.063414453,12.25175514,2.155228719,0.055209521,NA,NA,NA,NA,NA,NA,1.955187766,High,Kelp,10,74
SYD2,2001917,2010-02-21,-33.85529,24.15999985,Manning-Hawkesbury,2,1,151.22484,Temperate Australasia,Australia,Sydney,2,33.85529,-34,20.12081551,0.742440818,11.71636898,0.776659538,25.979,-0.429556486,-0.951102617,-1.998439141,2.063414453,12.25175514,2.155228719,0.218163296,7,48,3,3,15.78947368,36.84210526,1.955187766,High,Kelp,19,571
SYD2,2001918,2010-02-21,-33.85529,24.15999985,Manning-Hawkesbury,1,1,151.22484,Temperate Australasia,Australia,Sydney,3,33.85529,-34,19.30500009,0.854868577,11.99333394,0.744141336,25.30166706,-2.367157414,-0.533282203,-0.962622751,2.063414453,12.25175514,2.155228719,0.055728825,NA,NA,NA,NA,NA,NA,1.955187766,High,Kelp,6,69
SYD20,2001204,2009-07-31,-33.99142,16.69000053,Manning-Hawkesbury,95,1,151.23078,Temperate Australasia,Australia,Sydney,8,33.99142,-34,19.75279981,0.543608729,11.70560095,1.025032256,25.60560028,-1.497716016,-1.690031383,-2.038710321,2.063414453,12.25175514,2.155228719,0.088150732,1,1,3,11,30,10,1.955187766,High,Kelp,10,148
SYD20,2002754,2011-03-25,-33.99142,22.02000046,Manning-Hawkesbury,10,1,151.23078,Temperate Australasia,Australia,Sydney,6,33.99142,-34,19.97167977,0.564020036,11.90208074,1.026176778,25.92272014,-0.590552509,-1.614175909,-1.303898987,2.063414453,12.25175514,2.155228719,0.220908782,4,20,7,35,28,16,1.955187766,High,Kelp,25,260
SYD20,912345961,2016-01-30,-33.99142,21.27000046,Manning-Hawkesbury,460,1,151.23078,Temperate Australasia,Australia,Sydney,3,33.99142,-34,19.77769292,0.868065544,12.03129614,1.262857327,25.79334099,-0.96065877,-0.484237712,-0.820648585,2.063414453,12.25175514,2.155228719,0.254304656,3,9,6,48,27.27272727,13.63636364,1.955187766,High,Barren,22,2071
SYD20,912346554,2016-01-30,-33.99142,21.27000046,Manning-Hawkesbury,325,1,151.23078,Temperate Australasia,Australia,Sydney,5,33.99142,-34,20.10711498,0.554937787,11.81730831,0.59929347,26.01576914,-0.324373474,-1.647928686,-1.620937922,2.063414453,12.25175514,2.155228719,0.162880928,4,5,3,19,23.07692308,30.76923077,1.955187766,High,Barren,13,265
SYD20,912349969,2017-03-30,-33.99142,21.88999939,Manning-Hawkesbury,320,1,151.23078,Temperate Australasia,Australia,Sydney,5,33.99142,-34,20.04110962,1.060615631,12.43182057,1.519848643,26.25701991,0.365756434,0.231344965,0.677265749,2.063414453,12.25175514,2.155228719,0.195139313,4,7,5,68,20,16,1.955187766,High,Barren,25,447
SYD20,912349970,2017-03-30,-33.99142,21.88999939,Manning-Hawkesbury,200,1,151.23078,Temperate Australasia,Australia,Sydney,7,33.99142,-34,19.73780931,0.760948327,12.39604828,1.396223665,25.93583345,-0.553040124,-0.882322315,0.543481558,2.063414453,12.25175514,2.155228719,0.206051147,1,1,6,41,28.57142857,4.761904762,1.955187766,High,Barren,21,194
SYD21,2001250,2010-01-11,-33.953801,21.46000099,Manning-Hawkesbury,260,2,151.261332,Temperate Australasia,Australia,Sydney,4.5,33.953801,-34,19.75573788,0.842593645,12.23981023,1.11612681,25.875643,-0.725222919,-0.578900091,-0.040830362,2.063414453,12.25175514,2.155228719,0.151863801,3,4,7,53,33.33333333,14.28571429,1.955187766,High,Barren,21,701
SYD22,2001037,2010-04-11,-33.953801,22.01000023,Manning-Hawkesbury,367,1,151.261332,Temperate Australasia,Australia,Sydney,6.1,33.953801,-34,19.62719987,1.091639517,12.47790081,1.397690783,25.86615027,-0.752378122,0.34664045,0.849600425,2.063414453,12.25175514,2.155228719,0.16890353,3,3,11,70,36.66666667,10,1.955187766,High,Barren,30,767
SYD23,912349971,2017-03-29,-33.9165,21.88999939,Manning-Hawkesbury,1,1,151.2645,Temperate Australasia,Australia,Sydney,9,33.9165,-34,19.76488873,1.330508026,12.7286675,1.586296947,26.12922248,0.000174892,1.234358391,1.787438376,2.063414453,12.25175514,2.155228719,0.231780745,3,7,7,40,38.88888889,16.66666667,1.955187766,High,Kelp,18,123
SYD23,912350742,2018-03-20,-33.9165,22.79999924,Manning-Hawkesbury,1,1,151.2645,Temperate Australasia,Australia,Sydney,6,33.9165,-34,19.92714117,1.275812579,12.34558762,0.944639223,26.09993498,-0.083605899,1.031091204,0.354764635,2.063414453,12.25175514,2.155228719,0.251690713,5,14,8,70,34.7826087,21.73913043,1.955187766,High,Kelp,23,330
SYD24,2001116,2010-04-25,-33.915887,21.61000061,Manning-Hawkesbury,109,1,151.268771,Temperate Australasia,Australia,Sydney,5,33.915887,-34,19.45656981,0.723047262,12.21494088,0.995530784,25.56404025,-1.616604016,-1.023175773,-0.133838832,2.063414453,12.25175514,2.155228719,0.135553818,NA,NA,NA,NA,NA,NA,1.955187766,High,Kelp,25,766
SYD24,912349973,2017-03-29,-33.915887,21.88999939,Manning-Hawkesbury,26,2,151.268771,Temperate Australasia,Australia,Sydney,6,33.915887,-34,19.61389267,1.289559207,12.66564361,1.512073424,25.94671448,-0.521913505,1.082178427,1.551736422,2.063414453,12.25175514,2.155228719,0.231056371,3,8,10,39,47.61904762,14.28571429,1.955187766,High,Kelp,21,647
SYD24,912350011,2017-05-02,-33.915887,19.72999954,Manning-Hawkesbury,95,2,151.268771,Temperate Australasia,Australia,Sydney,6,33.915887,-34,19.32661645,1.079792168,12.44523418,1.519914496,25.54923354,-1.658960561,0.302611604,0.727431066,2.063414453,12.25175514,2.155228719,0.081620065,NA,NA,NA,NA,NA,NA,1.955187766,High,Kelp,15,229
SYD25,2001123,2010-04-23,-33.915622,22.12000084,Manning-Hawkesbury,134,2,151.271661,Temperate Australasia,Australia,Sydney,6,33.915622,-34,19.8520247,1.062811048,12.25168412,1.016911902,25.97786676,-0.432798259,0.239503891,0.003576567,2.063414453,12.25175514,2.155228719,0.191028481,5,16,10,134,33.33333333,16.66666667,1.955187766,High,Kelp,30,2095
SYD26,2001241,2010-05-08,-33.897088,21.55999947,Manning-Hawkesbury,762,1,151.275332,Temperate Australasia,Australia,Sydney,5,33.897088,-34,19.98476834,0.971005934,12.35727823,1.198809516,26.16340745,0.097965548,-0.101675642,0.398486125,2.063414453,12.25175514,2.155228719,0.288748222,6,22,6,136,22.22222222,22.22222222,1.955187766,High,Barren,27,1287
SYD27,2001030,2010-04-25,-33.89414,21.61000061,Manning-Hawkesbury,484,1,151.28281,Temperate Australasia,Australia,Sydney,7,33.89414,-34,19.71619426,1.097804245,12.52409325,1.354432499,25.97824089,-0.431728017,0.369550708,1.022354719,2.063414453,12.25175514,2.155228719,0.271004672,5,17,7,42,25.92592593,18.51851852,1.955187766,High,Barren,27,3435
SYD28,912344784,2015-03-22,-33.849696,23.96000099,Manning-Hawkesbury,215,2,151.267342,Temperate Australasia,Australia,Sydney,3,33.849696,-34,19.42493742,0.996678424,12.32487585,1.347326335,25.58737534,-1.549850887,-0.006267795,0.277305031,2.063414453,12.25175514,2.155228719,0.080657163,NA,NA,NA,NA,NA,NA,1.955187766,High,Barren,12,294
SYD28,912344786,2015-03-22,-33.849696,23.96000099,Manning-Hawkesbury,510,1,151.267342,Temperate Australasia,Australia,Sydney,5,33.849696,-34,20.35788861,1.000193253,12.03738948,1.018874617,26.37658335,0.707783547,0.006794522,-0.797860183,2.063414453,12.25175514,2.155228719,0.188034494,5,17,2,11,11.11111111,27.77777778,1.955187766,High,Barren,18,1168
SYD29,2000888,2009-08-03,-33.84282,16.25,Manning-Hawkesbury,29,2,151.28584,Temperate Australasia,Australia,Sydney,8.1,33.84282,-34,19.4855373,0.538416899,12.08502584,0.580311478,25.52805022,-1.719558286,-1.709326018,-0.619705805,2.063414453,12.25175514,2.155228719,0.148658076,NA,NA,NA,NA,NA,NA,1.955187766,High,Kelp,20,1024
